iter	Passed	Remaining
911	43189	4167
912	43230	4119
913	43266	4070
914	43301	4022
915	43339	3974
916	43375	3926
917	43413	3877
918	43451	3829
919	43492	3781
920	43531	3734
921	43599	3688
922	43636	3640
923	43666	3591
924	43693	3542
925	43728	3494
926	43767	3446
927	43811	3399
928	43867	3352
929	43908	3304
930	43949	3257
931	43986	3209
932	44024	3161
933	44061	3113
934	44101	3065
935	44137	3017
936	44176	2970
937	44209	2922
938	44244	2874
939	44290	2827
940	44328	2779
941	44366	2731
942	44406	2684
943	44447	2636
944	44492	2589
945	44530	2541
946	44567	2494
947	44796	2457
948	44830	2409
949	44850	2360
950	44873	2312
951	44894	2263
952	44916	2215
953	44938	2166
954	44961	2118
955	44986	2070
956	45012	2022
957	45041	1974
958	45093	1927
959	45139	1880
960	45188	1833
961	45243	1787
962	45294	1740
963	45330	1692
964	45362	1645
965	45403	1598
966	45447	1550
967	45493	1503
968	45535	1456
969	45570	1409
970	45604	1362
971	45640	1314
972	45674	1267
973	45710	1220
974	45749	1173
975	45796	1126
976	45883	1080
977	45920	1032
978	45954	985
979	45989	938
980	46026	891
981	46066	844
982	46119	797
983	46152	750
984	46188	703
985	46224	656
986	46265	609
987	46304	562
988	46342	515
989	46382	468
990	46417	421
991	46454	374
992	46490	327
993	46528	280
994	46564	233
995	46601	187
996	46641	140
997	46684	93
998	46733	46
999	46766	0
